"Rec No","Sup:Suppno","Sup:Suppcode","Sup:Suppname","Sup:Cpname","Sup:Address1","Sup:Address2","Sup:Address3","Sup:City","Sup:Pincode","Sup:Phoneno","Sup:Mobileno","Sup:Faxno","Sup:Exciseno","Sup:Sertaxno","Sup:Vatno","Sup:Cstno","Sup:Otherno","Sup:Pan","Sup:Tan","Sup:Assetno"
       74310,           331,826824,"Euro Space Industries",,,,,"Malaysia",             0,,0,,,,,,,,,             0
       74311,           332,819465,"EVERYDAY INC",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74312,           333,819466,"EXCEL LEARNING CENTER",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74313,           334,823683,"Excellent Jobs Consultancy",,,,,"Pune",             0,,0,,,,,,,,,             0
       74314,           335,819467,"EYEGLOBAL TECHNOLOGIES PVT LTD",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74315,           336,820006,"FABIAN MOLLAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74316,           337,823493,"Faraz Sawant",,,,,"Pune",             0,,0,,,,,,,,,             0
       74317,           338,822772,"Farukh Sayyed",,,,,"Pune",             0,,0,,,,,,,,,             0
       74318,           339,821606,"Fattaish Ramu Rathod",,,,,"Pune",             0,,0,,,,,,,,,             0
       74319,           340,875347,"FinPro Consulting",,,,"Kothrud","Pune",             0,,0,,,,,,,,,             0
       74320,           341,873844,"Focus Vision Led & AV Solutions",,,,,"Pune",             0,,0,,,,,,,,,             0
       74321,           342,823173,"Fortune Inn Exotica",,,,"Phase I, Hinjewadi","Pune",             0,,0,,,,,,,,,             0
       74322,           343,819468,"FRONTIER BUSINESS SYSTEMS PVT LTD",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74323,           344,819469,"FRR FOREX PVT LTD",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74324,           345,851023,"FutureArch Events",,,,"Kondhwa Budruk","Pune",             0,,0,,,,,,,,,             0
       74325,           346,819470,"G R SUJAYA",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74326,           347,819471,"G RAJENDRA PRASAD",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74327,           348,820007,"G SYED KADHAR",,,,"ROAD, MALLESHWARAM WEST","BANGALORE",             0,,0,,,,,,,,,             0
       74328,           349,820049,"G. PREETHI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74329,           350,819472,"G.R.SUMATHI",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74330,           351,821611,"G4S SECURE SOLUTIONS (INDIA) PVT LTD",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74331,           354,836614,"G4S Security Systems (India) Pvt. Ltd.",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74332,           355,819896,"GANESH DESHMUKH",,,,,"Pune",             0,,0,,,,,,,,,             0
       74333,           356,819832,"GANESH GODELA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74334,           357,850411,"Ganesh Palaniappan",,,,"1st Street, Vadapalani","Chennai",             0,,0,,,,,,,,,             0
       74335,           358,819946,"GARGI CHAKRAVARTY",,,,,"Pune",             0,,0,,,,,,,,,             0
       74336,           359,819620,"GAURAV BAJPAI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74337,           360,820055,"GAURAV CHOWDHARY",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74338,           361,844119,"Gaurav Enterprises",,,,,"Pune",             0,,0,,,,,,,,,             0
       74339,           362,819658,"GAURAV MORANKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74340,           363,819776,"GAURAV SHARMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74341,           364,820000,"GAURAV SHINDE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74342,           365,841439,"Gauri Nimbarkar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74343,           366,843795,"Gautam Jagatap",,,,"Behind Dhende Hospital, Yerawda","Pune",             0,,0,,,,,,,,,             0
       74344,           367,829687,"Gayatri Ghatge",,,,,"Pune",             0,,0,,,,,,,,,             0
       74345,           368,835294,"Gayatri Machingal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74346,           369,819661,"GAYATRI MUNUSWAMY",,,,,"Pune",             0,,0,,,,,,,,,             0
       74347,           370,869050,"Geetanjali Nitin Dhumal",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74348,           371,820057,"GEETHAPRIYA G",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74349,           372,829777,"Geetika Manohar Sabnani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74350,           373,819475,"GENXSIS TALENT MANAGMENT PVT LTD",,,,,"Pune",             0,,0,,,,,,,,,             0
       74351,           374,824578,"Ghatge Patil Transport Ltd.",,,,,"Karveer",             0,,0,,,,,,,,,             0
       74352,           375,819476,"GIGA SPACE CONDOMINIUM",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74353,           376,839231,"Giga Space Condominium-Reimbursement",,,,,"Pune",             0,,0,,,,,,,,,             0
       74354,           377,834768,"GIL CTC Solutions",,,,,"New Delhi",             0,,0,,,,,,,,,             0
       74355,           378,847262,"Girish Sales And Marketing",,,,"Tembe Road","Kolhapur",             0,,0,,,,,,,,,             0
       74356,           379,872590,"GITANJALI RAI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74357,           380,829757,"Gitika Pal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74358,           381,819477,"Global Office Automation",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74359,           382,840259,"GM Industries",,,,"AC Post","Bangalore",             0,,0,,,,,,,,,             0
       74360,           383,840993,"GMS Knowledge Labs Private Limited",,,,,"Pune",             0,,0,,,,,,,,,             0
       74361,           384,850088,"Good Food Hotels Pvt Ltd",,,,,"Pune",             0,,0,,,,,,,,,             0
       74362,           385,827788,"Gosspl India T & E",,,,,"Pune",             0,,0,,,,,,,,,             0
       74363,           386,820178,"GOWTHAM KOPRAM SREERAM",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74364,           387,827173,"HALOCK Security Labs",,,,,"Schaumburg",             0,,0,,,,,,,,,             0
       74365,           388,846978,"Hardev Paliwal",,,,"Store Phugewadi","Pune",             0,,0,,,,,,,,,             0
       74366,           389,829904,"Hardik Jayantibhai Sardhara",,,,,"Pune",             0,,0,,,,,,,,,             0
       74367,           390,843927,"Hari Om Carpets",,,,,"Thane",             0,,0,,,,,,,,,             0
       74368,           391,851026,"Haridas Prabhu",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74369,           392,819827,"HARISH KUMAR TANK",,,,,"Pune",             0,,0,,,,,,,,,             0
       74370,           393,852884,"Harisha Parashurama",,,,,"Shimoga",             0,,0,,,,,,,,,             0
       74371,           394,829781,"Harsh OmPrakash Pulsaria",,,,,"Pune",             0,,0,,,,,,,,,             0
       74372,           395,873751,"Harsh Vashistha",,,,,"Pune",             0,,0,,,,,,,,,             0
       74373,           396,820104,"HARSHA R. HARIHAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74374,           397,819884,"HARSHAL JAGAVKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74375,           398,820019,"HARSHAL PATIL",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74376,           399,819837,"HARSHVARDHAN SALVI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74377,           400,819478,"HASTI ENTERPRISES",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74378,           401,821903,"HDFC BANK LTD VFS",,,,,"Pune",             0,,0,,,,,,,,,             0
       74379,           402,839340,"Health Care Industries",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74380,           403,819629,"HEENA SHARMA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74381,           404,820161,"Hemalatha Raguvanahalli Govindaiah",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74382,           405,877475,"Hemant Chandanmal Sukheja",,,,,"Pune",             0,,0,,,,,,,,,             0
       74383,           406,830005,"Hemanth Sharma",,,,,"Pune",             0,,0,,,,,,,,,             0
       74384,           407,872769,"HGS International Services Pvt Ltd",,,,"Bandra West","Mumbai",             0,,0,,,,,,,,,             0
       74385,           408,824114,"Hima Bisht",,,,,"Pune",             0,,0,,,,,,,,,             0
       74386,           409,838065,"HIMADRI CHAWDA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74387,           410,829765,"Himali Joshi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74388,           411,828318,"Himani Agrawal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74389,           412,829990,"Himanshu Uday Chandra Jain",,,,,"Pune",             0,,0,,,,,,,,,             0
       74390,           413,836540,"Hiralben Patel",,,,,"Pune",             0,,0,,,,,,,,,             0
       74391,           414,838849,"Hirdesh Jaiswal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74392,           415,853061,"Hitesh Yagnesh Pandya",,,,"Sector 3, Vaishali","Ghaziabad",             0,,0,,,,,,,,,             0
       74393,           416,820171,"HITHAN KERODI THAMMANNAGOWDA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74394,           417,851125,"Home Decorators",,,,,"Pune",             0,,0,,,,,,,,,             0
       74395,           418,819479,"HONEYWELL AUTOMATION INDIA LIMITED",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74396,           420,826985,"Honeywell Automation India Ltd",,,,"Jebel Ali","Dubai",             0,,0,,,,,,,,,             0
       74397,           424,852155,"Hotel Chaitali",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74398,           425,876261,"Hotel K Tree",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74399,           426,878207,"Hotel Marks Grandeur",,,,,"Bengaluru",             0,,0,,,,,,,,,             0
       74400,           427,819480,"Hotel Parc Estique",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74401,           428,823516,"Hotel Pearl",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74402,           429,821435,"HOTEL VISHWA LODGING",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74403,           430,819481,"HP ENTERPRISES",,,,"WADGOAN SHERI","PUNE",             0,,0,,,,,,,,,             0
       74404,           431,819482,"HR NET CONSULTANT PVT LTD",,,,"BELGUMPET","HYDRABAD",             0,,0,,,,,,,,,             0
       74405,           432,821522,"Hrishikesh Iyer",,,,,"Pune",             0,,0,,,,,,,,,             0
       74406,           433,824730,"HRM Info",,,,"Shahupuri","Kolhapur",             0,,0,,,,,,,,,             0
       74407,           435,870971,"Hrushikant S Tapkir",,,,,"Pune",             0,,0,,,,,,,,,             0
       74408,           436,820029,"HRUSHIKESH PATNAIK",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74409,           437,821416,"HSBC",,,,"Bund Garden Road","Pune",             0,,0,,,,,,,,,             0
       74410,           442,819483,"HUSAINA ISHAQ BHAI",,,,,"MUMBAI",             0,,0,,,,,,,,,             0
       74411,           443,830722,"Hyatt Regency Pune",,,,,"Pune",             0,,0,,,,,,,,,             0
       74412,           444,819488,"I-SERVE",,,,"Malleshwaram West","Bangalore",             0,,0,,,,,,,,,             0
       74413,           445,819484,"ICEGEIN Computing Private Limited",,,,,"CHENNAI",             0,,0,,,,,,,,,             0
       74414,           446,821444,"ICICI Bank",,,,,"Pune",             0,,0,,,,,,,,,             0
       74415,           447,821452,"ICICI BANK LTD",,,,,"Pune",             0,,0,,,,,,,,,             0
       74416,           448,821417,"Income Tax",,,,,"Pune",             0,,0,,,,,,,,,             0
       74417,           449,819726,"INDIRA YAJAMAN",,,,,"Pune",             0,,0,,,,,,,,,             0
       74418,           450,820176,"INDRANEEL ANDHAVARAPU",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74419,           451,819485,"INFINITES HR SERVICES",,,,,"Pune",             0,,0,,,,,,,,,             0
       74420,           452,819486,"INFO EDGE INDIA LIMITED",,,,"North Main Road Karegaon Park","Pune",             0,,0,,,,,,,,,             0
       74421,           453,823128,"Information Services Group",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74422,           454,841181,"Innovative Cleaning Systems Pvt Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74423,           455,821955,"Integrated Pest Management Services",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74424,           456,826823,"Interface Europe Ltd",,,,,"West Yorkshire",             0,,0,,,,,,,,,             0
       74425,           457,819487,"INTERFACE EUROPE LTD UK (INTERFACE FLO",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74426,           458,827169,"InterfaceFlor India Pvt Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74427,           459,877401,"InterfaceFlor Thailand Co. Ltd",,,,"Panthong","Chonburi",             0,,0,,,,,,,,,             0
       74428,           460,869024,"International Manpower Federation",,,,,"Pune",             0,,0,,,,,,,,,             0
       74429,           461,830007,"Irfan Sheikh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74430,           462,841179,"Isha Chitrao",,,,,"Pune",             0,,0,,,,,,,,,             0
       74431,           463,854103,"J T Traders",,,,,"Pune",             0,,0,,,,,,,,,             0
       74432,           464,871694,"JAFRINA JAFFERALI KHOJA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74433,           465,820189,"JAGADEESH GADE",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74434,           466,820134,"JAGADISH CHELLAMUTHU",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74435,           467,834344,"Jagannath Chelwade",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74436,           468,824648,"Jagrati Sharma",,,,,"Pune",             0,,0,,,,,,,,,             0
       74437,           469,820043,"JAHAN LASKAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74438,           470,819489,"JANASHAKTI ELECTRICALS",,,,"KATRAJ","PUNE",             0,,0,,,,,,,,,             0
       74439,           471,832890,"Jangid Interiors",,,,"Near Pote Building, Wadgaon Sheri","Pune",             0,,0,,,,,,,,,             0
       74440,           472,850500,"Janwani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74441,           473,877550,"Jasdeep Singh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74442,           474,823484,"Jasmeet Singh Bhatia",,,,,"Pune",             0,,0,,,,,,,,,             0
       74443,           475,819793,"JAYANTH PILLAI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74444,           476,820169,"JAYARAM VENNAPUSA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74445,           477,819980,"JAYARANI KUNDER",,,,,"Pune",             0,,0,,,,,,,,,             0
       74446,           478,821263,"Jayashree Kawale",,,,,"Pune",             0,,0,,,,,,,,,             0
       74447,           479,822769,"JAYASHREE MUNISWAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74448,           480,823485,"Jaydeep Roy",,,,,"Pune",             0,,0,,,,,,,,,             0
       74449,           481,871172,"Jeeshan Akhtar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74450,           482,869644,"Jessica Nair",,,,,"Pune",             0,,0,,,,,,,,,             0
       74451,           483,819915,"JESTIN JACOB",,,,,"Pune",             0,,0,,,,,,,,,             0
       74452,           484,823486,"Jintu Pillai",,,,,"Pune",             0,,0,,,,,,,,,             0
       74453,           485,819633,"JITENDRA GONNADE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74454,           486,820184,"JITHIN JAYAN",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74455,           487,819708,"John Mathew Bhonsle",,,,,"Pune",             0,,0,,,,,,,,,             0
       74456,           488,837265,"Jojimon Thomas",,,,,"Pune",             0,,0,,,,,,,,,             0
       74457,           489,828173,"Joseph Annes",,,,,"Pune",             0,,0,,,,,,,,,             0
       74458,           490,819760,"JOY SURYAWANSHI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74459,           491,819679,"Joydeep Gochait",,,,,"Pune",             0,,0,,,,,,,,,             0
       74460,           492,820114,"JOYSTER JOHN SALDANHA",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74461,           493,839266,"Judy Rozario",,,,,"Pune",             0,,0,,,,,,,,,             0
       74462,           494,829770,"Jugpreet Ujagar Singh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74463,           495,872387,"JUHI  KUMARI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74464,           496,827128,"Jukaso INN",,,,"Off Pune-Nagar Road","Pune",             0,,0,,,,,,,,,             0
       74465,           497,819490,"JUMANA YAKOOB BHAI",,,,,"MUMBAI",             0,,0,,,,,,,,,             0
       74466,           498,829991,"Junaid Jabbar Shaikh",,,,,"Pune",             0,,0,,,,,,,,,             0
       74467,           499,843761,"Just Go Zing",,,,"14 Boat Club Road, Bundgarden","Pune",             0,,0,,,,,,,,,             0
       74468,           500,819491,"JV INDUSTRIES",,,,"Kamakshipalya","Bangalore",             0,,0,,,,,,,,,             0
       74469,           501,819632,"JYOTI KUMARI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74470,           502,872386,"JYOTI MONJURI KALITA",,,,,"Pune",             0,,0,,,,,,,,,             0
       74471,           503,819912,"JYOTI VIJAPURKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74472,           504,820064,"K. VINOD KUMAR",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74473,           505,874317,"K.D. Building Services LLP",,,,,"Pune",             0,,0,,,,,,,,,             0
       74474,           506,823538,"Kaishar Interiors Pvt Ltd",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74475,           507,819492,"KALP TARU GRANITES & MARBLES PVT LTD",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74476,           508,830215,"Kalpana Kshirsagar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74477,           509,828642,"Kamalpreet Kaur Kauldar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74478,           510,822671,"KAMAT HOTELS (INDIA) LTD",,,,"Jadhavwadi,","Pune",             0,,0,,,,,,,,,             0
       74479,           511,819999,"KANIKA THUSOO",,,,,"Pune",             0,,0,,,,,,,,,             0
       74480,           512,819643,"KAPIL JOSHI",,,,,"Pune",             0,,0,,,,,,,,,             0
       74481,           513,821484,"Karan Ved",,,,,"Pune",             0,,0,,,,,,,,,             0
       74482,           514,853283,"Karanjeet Singh Gujral",,,,,"Pune",             0,,0,,,,,,,,,             0
       74483,           515,820032,"KARTHIKEYAN DORAI",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74484,           516,823733,"KARTHIKEYAN KRISHNAN",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74485,           517,822244,"Kash Marketing & Consulting",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74486,           518,828551,"Kashinath Karape",,,,,"Pune",             0,,0,,,,,,,,,             0
       74487,           519,841449,"Kashinath Malbannawar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74488,           520,819493,"KASTURI ENTERPRISES",,,,,"Pune",             0,,0,,,,,,,,,             0
       74489,           521,821524,"Kaustav Bose",,,,,"Pune",             0,,0,,,,,,,,,             0
       74490,           522,824654,"Kaustubh Joshi",,,,,"Pune",             0,,0,,,,,,,,,             0
       74491,           523,869023,"Kavit B Chandak",,,,,"Pune",             0,,0,,,,,,,,,             0
       74492,           524,821229,"Kavita Singh Jadaun",,,,,"Pune",             0,,0,,,,,,,,,             0
       74493,           525,819953,"KEDAR METHEKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74494,           526,820131,"KEERTHIKA KULOTHUNGAN",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74495,           527,824109,"Kelly Services India Pvt Ltd",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74496,           528,819672,"Ketaki Madane",,,,,"Pune",             0,,0,,,,,,,,,             0
       74497,           529,832803,"Khalsa Dairy & Sweets",,,,,"Pune",             0,,0,,,,,,,,,             0
       74498,           530,869543,"Kharadi Magarapatta Industry CPE Study",,,,,"Pune",             0,,0,,,,,,,,,             0
       74499,           531,829760,"Khushbu Kothari",,,,,"Pune",             0,,0,,,,,,,,,             0
       74500,           532,819494,"Kimpurusha Enterprise",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74501,           533,823127,"Kiran Dansena",,,,,"Pune",             0,,0,,,,,,,,,             0
       74502,           534,822290,"Kishore Kumar J",,,,"Malleshwaram West","Bangalore",             0,,0,,,,,,,,,             0
       74503,           535,820160,"KISHORE KUMAR REDDY BUTCHA",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74504,           536,819495,"KOLTE PATIL DEVELOPERS LTD",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74505,           537,872595,"Komal Bhansali",,,,,"pu",             0,,0,,,,,,,,,             0
       74506,           538,829303,"Komal Bhattal",,,,,"Pune",             0,,0,,,,,,,,,             0
       74507,           539,829996,"Komal Narendra Jha",,,,,"Pune",             0,,0,,,,,,,,,             0
       74508,           540,843929,"Kothari Mangal Kendra",,,,,"Pune",             0,,0,,,,,,,,,             0
       74509,           541,822623,"KPMG",,,,,"Gurgaon",             0,,0,,,,,,,,,             0
       74510,           542,871538,"KPNB & Associates",,,,,"Pune",             0,,0,,,,,,,,,             0
       74511,           543,822625,"Krishna Office Solutions",,,,,"Pune",             0,,0,,,,,,,,,             0
       74512,           544,820198,"KRISHNA VENKATASAMY",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74513,           545,819496,"KRISHNAE PETRO CHEMICALS",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74514,           546,829992,"KrishnaKumar Radheshyam Katre",,,,,"Pune",             0,,0,,,,,,,,,             0
       74515,           547,820135,"KRISHNAMURTHY PUTTARAMU",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74516,           548,820073,"KUBER DEEPAK",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74517,           549,819497,"KUM KUM ENTERPRISES",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74518,           550,820191,"KUMARASAMY LAKSHMINARAYANA",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74519,           551,822238,"Kushion Kraft",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74520,           552,819676,"Kushrudin Ani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74521,           553,821185,"LAILAJ T.L.",,,,,"Pune",             0,,0,,,,,,,,,             0
       74522,           554,853284,"Lakkarsu SM Sinikanth",,,,,"Pune",             0,,0,,,,,,,,,             0
       74523,           555,824650,"Lavina D'souza",,,,,"Pune",             0,,0,,,,,,,,,             0
       74524,           556,852107,"LEENA ZADE",,,,,"Pune",             0,,0,,,,,,,,,             0
       74525,           557,877002,"Legasis Partners",,,,,"Pune",             0,,0,,,,,,,,,             0
       74526,           558,853029,"LIC of India",,,,,"Pune",             0,,0,,,,,,,,,             0
       74527,           559,822765,"Lipika Sahoo",,,,,"Pune",             0,,0,,,,,,,,,             0
       74528,           560,841796,"Local Body Tax (LBT)",,,,,"Pune",             0,,0,,,,,,,,,             0
       74529,           561,819498,"LOGICAL HIRING",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74530,           562,822777,"Lubna Mujavar",,,,,"Pune",             0,,0,,,,,,,,,             0
       74531,           563,823740,"LUCKY HOME",,,,,"Pune",             0,,0,,,,,,,,,             0
       74532,           564,829769,"M Srividya",,,,,"Pune",             0,,0,,,,,,,,,             0
       74533,           565,820058,"M. DARSHITH",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74534,           566,819499,"M. S. KUMAR",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74535,           567,820086,"M. Srikanth Reddy",,,,"Malleshwaram West","BANGALORE",             0,,0,,,,,,,,,             0
       74536,           568,819500,"M.R.KRISHNAKUMAR MANJULA",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74537,           569,821183,"M.R.Shivram",,,,"Malleshwaram West.","Bangalore",             0,,0,,,,,,,,,             0
       74538,           570,819502,"M.S.AMAR ( amar mysore)",,,,"BSK IInd Stage","BANGALORE",             0,,0,,,,,,,,,             0
       74539,           571,819503,"M.S.RAVINDRA",,,,,"CHIKAMAGALUR",             0,,0,,,,,,,,,             0
       74540,           572,823131,"M/S ARS HYDROJET SERVICES",,,,,"Pune",             0,,0,,,,,,,,,             0
       74541,           573,827100,"M/S CIM Food",,,,"Viman Nagar","Pune",             0,,0,,,,,,,,,             0
       74542,           574,837731,"M/S Patil Telecom",,,,,"Kolhapur",             0,,0,,,,,,,,,             0
       74543,           575,853867,"M/S Riddhi Chandak & Co",,,,,"Pune",             0,,0,,,,,,,,,             0
       74544,           576,823519,"M/S Simply 23 Aircon Pvt Ltd",,,,,"PUNE",             0,,0,,,,,,,,,             0
       74545,           577,871890,"M/S Software Exporters Assoiation",,,,"Level 5, Muttha Tower, Don Bosco Rd","Yerwada",             0,,0,,,,,,,,,             0
       74546,           578,819504,"M/S SYSLINK TECHNOLOGIES & SERVICES",,,,,"BANGALORE",             0,,0,,,,,,,,,             0
       74547,           579,838708,"M/S. Horizon Advertising",,,,,"Pune",             0,,0,,,,,,,,,             0
       74548,           580,824263,"M/S. Namrata Agency",,,,,"Bangalore",             0,,0,,,,,,,,,             0
       74549,           581,821646,"Machine tools Hardware & Appliances Co.",,,,,"Pune",             0,,0,,,,,,,,,             0
       74550,           582,820138,"MADHUKUMAR KRISHNAIAH",,,,"Malleshwaram West,","BANGALORE",             0,,0,,,,,,,,,             0
       74551,           583,841434,"Madhumita Barua",,,,,"Pune",             0,,0,,,,,,,,,             0
       74552,           584,819947,"MADHUMITA JAISWAL",,,,,"Pune",             0,,0,,,,,,,,,             0
       74553,           585,824260,"Magnifico Technologies",,,,,"Pune",             0,,0,,,,,,,,,             0
       74554,           586,821563,"Maharashtra Enterprises",,,,,"Pune",             0,,0,,,,,,,,,             0
       74555,           587,819505,"MAHARASHTRA FRONTLINE SECURITY AND ALLI",,,,"NEAR MUMBAI BANGALORE HIGHWAY WARJE","PUNE",             0,,0,,,,,,,,,             0
       74556,           588,831371,"Maharashtra Krida",,,,,"Pune",             0,,0,,,,,,,,,             0
       74557,           589,834766,"Maharashtra Labour Welfare Fund",,,,,"Pune",             0,,0,,,,,,,,,             0
       74558,           590,820187,"MAHENDER THERALA",,,,"ROAD, MALLESHWARAM","BANGALORE",             0,,0,,,,,,,,,             0
       74559,           591,875886,"Mahendra Bhosale",,,,"New Laxmi Nagar Police Chowki, Yerwada","Pune",             0,,0,,,,,,,,,             0
       74560,           592,819766,"MAHESH KATKAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74561,           593,841432,"Mahima Chawda",,,,,"Pune",             0,,0,,,,,,,,,             0
       74562,           594,824651,"Mahima Mani",,,,,"Pune",             0,,0,,,,,,,,,             0
       74563,           595,832023,"Maijengang Pamei",,,,,"Pune",             0,,0,,,,,,,,,             0
       74564,           596,847030,"Majmudar & Partners",,,,,"Mumbai",             0,,0,,,,,,,,,             0
       74565,           597,819931,"MAMTA BISHT",,,,,"Pune",             0,,0,,,,,,,,,             0
       74566,           598,819756,"MAMTA GAJJAR",,,,,"Pune",             0,,0,,,,,,,,,             0
       74567,           599,841367,"Mamta Rathore",,,,,"Pune",             0,,0,,,,,,,,,             0
       74568,           600,836523,"Manali R. Toprani",,,,,"Pune",             0,,0,,,,,,,,,             0
